"sequence","field","location","sub","session","metabolite","CRLB","tCr","tissue"
"slaser",3,"ul","sub-04",2,"Asp",21,0.28218979,2.985264858
"slaser",3,"ul","sub-04",2,"Asc",44,0.121654646,1.085356755
"slaser",3,"ul","sub-04",2,"Cr",8,0.547549168,5.775654355
"slaser",3,"ul","sub-04",2,"GABA",105,0.045687939,0.465678688
"slaser",3,"ul","sub-04",2,"Glc",56,0.084564565,0.825646546
"slaser",3,"ul","sub-04",2,"Gln",19,0.244546222,1.576876588
"slaser",3,"ul","sub-04",2,"Glu",6,0.972343569,12.40880191
"slaser",3,"ul","sub-04",2,"GPC",11,0.174568796,1.815643365
"slaser",3,"ul","sub-04",2,"GSH",14,0.185643641,1.956352144
"slaser",3,"ul","sub-04",2,"Ins",4,0.878956465,9.556456456
"slaser",3,"ul","sub-04",2,"sIns",17,0.052135688,0.51685967
"slaser",3,"ul","sub-04",2,"PCr",9,0.466865312,5.919980515
"slaser",3,"ul","sub-04",2,"PCho",27,0.075468799,0.785684922
"slaser",3,"ul","sub-04",2,"PE",26,0.272313565,2.935489699
"slaser",3,"ul","sub-04",2,"NAA",2,1.523135441,17.13856969
"slaser",3,"ul","sub-04",2,"NAAG",19,0.141231236,1.453231566
"slaser",3,"ul","sub-04",2,"Tau",48,0.150045688,1.878987988
"slaser",3,"ul","sub-04",2,"Cr_PCr",2,1,11.69563487
"slaser",3,"ul","sub-04",2,"NAA_NAAG",2,1.744578988,20.58564679
"slaser",3,"ul","sub-04",2,"Glu_Gln",5,1.215468764,13.9856785
"slaser",3,"ul","sub-04",2,"PCho_GPC",4,0.24263448,2.633769499
"slaser",3,"ll","sub-04",2,"Mac",3,1.65e-05,4.57e-05
"slaser",3,"ll","sub-04",2,"Asp",16,0.322354689,3.332356487
"slaser",3,"ll","sub-04",2,"Asc",15,0.25137257,2.63312359
"slaser",3,"ll","sub-04",2,"Cr",9,0.473124579,4.832536585
"slaser",3,"ll","sub-04",2,"GABA",49,0.082313561,0.872354688
"slaser",3,"ll","sub-04",2,"Glc",37,0.112369641,1.004325678
"slaser",3,"ll","sub-04",2,"Gln",24,0.153213654,1.774568778
"slaser",3,"ll","sub-04",2,"Glu",5,0.973123565,12.10412908
"slaser",3,"ll","sub-04",2,"GPC",3,0.296545647,3.030236488
"slaser",3,"ll","sub-04",2,"GSH",14,0.163653457,1.632138799
"slaser",3,"ll","sub-04",2,"Ins",3,0.891323569,9.223587988
"slaser",3,"ll","sub-04",2,"sIns",10,0.072131232,0.777589642
"slaser",3,"ll","sub-04",2,"PCr",8,0.534322312,8.543151385
"slaser",3,"ll","sub-04",2,"PCho",999,0,0
"slaser",3,"ll","sub-04",2,"PE",30,0.232135467,3.063213122
"slaser",3,"ll","sub-04",2,"NAA",2,1.313231236,16.65687678
"slaser",3,"ll","sub-04",2,"NAAG",9,0.253020246,2.572131231
"slaser",3,"ll","sub-04",2,"Tau",12,0.293123564,3.546879687
"slaser",3,"ll","sub-04",2,"Cr_PCr",2,1,13.37568797
"slaser",3,"ll","sub-04",2,"NAA_NAAG",1,1.566489786,18.17120366
"slaser",3,"ll","sub-04",2,"Glu_Gln",5,1.144658797,13.87869786
"slaser",3,"ll","sub-04",2,"PCho_GPC",3,0.291821003,2.944021283
"slaser",3,"ul","sub-05",1,"Mac",3,1.37e-05,0.000176964
"slaser",3,"ul","sub-05",1,"Asp",13,0.386631402,4.992240473
"slaser",3,"ul","sub-05",1,"Asc",36,0.10395127,1.342233809
"slaser",3,"ul","sub-05",1,"Cr",7,0.53185862,6.867435277
"slaser",3,"ul","sub-05",1,"GABA",999,0,0
"slaser",3,"ul","sub-05",1,"Glc",27,0.138094093,1.783090865
"slaser",3,"ul","sub-05",1,"Gln",41,0.287120301,1.124909908
"slaser",3,"ul","sub-05",1,"Glu",4,0.932595977,12.04181388
"slaser",3,"ul","sub-05",1,"GPC",8,0.182175202,2.352272511
"slaser",3,"ul","sub-05",1,"GSH",13,0.147311052,1.902101573
"slaser",3,"ul","sub-05",1,"Ins",3,0.796104833,10.27942053
"slaser",3,"ul","sub-05",1,"sIns",20,0.031818546,0.410845661
"slaser",3,"ul","sub-05",1,"PCr",8,0.46814138,6.043674204
"slaser",3,"ul","sub-05",1,"PCho",48,0.032379578,0.418089791
"slaser",3,"ul","sub-05",1,"PE",37,0.158932436,2.052158553
"slaser",3,"ul","sub-05",1,"NAA",2,1.347519436,17.39936548
"slaser",3,"ul","sub-05",1,"NAAG",10,0.213432716,2.755874042
"slaser",3,"ul","sub-05",1,"Tau",18,0.173839865,2.244645436
"slaser",3,"ul","sub-05",1,"Cr_PCr",2,1,12.91110948
"slaser",3,"ul","sub-05",1,"NAA_NAAG",1,1.560952152,20.15523952
"slaser",3,"ul","sub-05",1,"Glu_Gln",5,1.319716278,13.16672378
"slaser",3,"ul","sub-05",1,"PCho_GPC",4,0.214554781,2.770362302
"slaser",3,"ll","sub-05",1,"Mac",3,1.54e-05,0.000211344
"slaser",3,"ll","sub-05",1,"Asp",15,0.31374033,4.308872838
"slaser",3,"ll","sub-05",1,"Asc",12,0.315590313,4.334280289
"slaser",3,"ll","sub-05",1,"Cr",8,0.494870501,6.79649334
"slaser",3,"ll","sub-05",1,"GABA",999,0,0
"slaser",3,"ll","sub-05",1,"Glc",13,0.262193071,3.600928842
"slaser",3,"ll","sub-05",1,"Gln",56,0.060797175,0.834981255
"slaser",3,"ll","sub-05",1,"Glu",5,0.812983518,11.16542015
"slaser",3,"ll","sub-05",1,"GPC",4,0.227211571,3.120497027
"slaser",3,"ll","sub-05",1,"GSH",21,0.085351497,1.172207432
"slaser",3,"ll","sub-05",1,"Ins",3,0.850151362,11.67587896
"slaser",3,"ll","sub-05",1,"sIns",14,0.04641776,0.637496062
"slaser",3,"ll","sub-05",1,"PCr",8,0.505129499,6.937389208
"slaser",3,"ll","sub-05",1,"PCho",999,0,0
"slaser",3,"ll","sub-05",1,"PE",21,0.274049781,3.76376751
"slaser",3,"ll","sub-05",1,"NAA",2,1.200975446,16.49405571
"slaser",3,"ll","sub-05",1,"NAAG",10,0.196098217,2.693189884
"slaser",3,"ll","sub-05",1,"Tau",21,0.15127817,2.077636622
"slaser",3,"ll","sub-05",1,"Cr_PCr",2,1,13.73388255
"slaser",3,"ll","sub-05",1,"NAA_NAAG",1,1.397073663,19.1872456
"slaser",3,"ll","sub-05",1,"Glu_Gln",6,0.873780693,12.00040141
"slaser",3,"ll","sub-05",1,"PCho_GPC",3,0.227211571,3.120497027
"slaser",3,"ul","sub-05",2,"Mac",6,9.2e-06,0.000112503
"slaser",3,"ul","sub-05",2,"Asp",22,0.281909261,3.445791031
"slaser",3,"ul","sub-05",2,"Asc",999,0,0
"slaser",3,"ul","sub-05",2,"Cr",7,0.508373381,7.436178333
"slaser",3,"ul","sub-05",2,"GABA",32,0.158996498,1.943422159
"slaser",3,"ul","sub-05",2,"Glc",65,0.070375499,0.860203251
"slaser",3,"ul","sub-05",2,"Gln",14,0.366376151,1.478234053
"slaser",3,"ul","sub-05",2,"Glu",6,1.031196546,11.60436708
"slaser",3,"ul","sub-05",2,"GPC",12,0.20599495,2.517886599
"slaser",3,"ul","sub-05",2,"GSH",12,0.229127637,1.800638593
"slaser",3,"ul","sub-05",2,"Ins",4,0.871548424,10.65298007
"slaser",3,"ul","sub-05",2,"sIns",32,0.026716625,0.326558641
"slaser",3,"ul","sub-05",2,"PCr",11,0.391626619,4.786871793
"slaser",3,"ul","sub-05",2,"PCho",393,0.006434797,0.078652844
"slaser",3,"ul","sub-05",2,"PE",34,0.220249247,2.692117581
"slaser",3,"ul","sub-05",2,"NAA",3,1.322090087,17.38227842
"slaser",3,"ul","sub-05",2,"NAAG",9,0.302353995,3.69568804
"slaser",3,"ul","sub-05",2,"Tau",41,0.098232467,1.200700371
"slaser",3,"ul","sub-05",2,"Cr_PCr",2,1,12.22305013
"slaser",3,"ul","sub-05",2,"NAA_NAAG",2,1.524444082,20.07796646
"slaser",3,"ul","sub-05",2,"Glu_Gln",5,1.397572697,13.08260113
"slaser",3,"ul","sub-05",2,"PCho_GPC",3,0.212429747,2.596539442
"slaser",3,"ll","sub-05",2,"Mac",3,1.36e-05,0.000201283
"slaser",3,"ll","sub-05",2,"Asp",14,0.325629582,4.809597439
"slaser",3,"ll","sub-05",2,"Asc",11,0.321405802,4.74721157
"slaser",3,"ll","sub-05",2,"Cr",8,0.461826586,6.82124747
"slaser",3,"ll","sub-05",2,"GABA",999,0,0
"slaser",3,"ll","sub-05",2,"Glc",22,0.155084476,2.290620807
"slaser",3,"ll","sub-05",2,"Gln",50,0.066544469,0.982871723
"slaser",3,"ll","sub-05",2,"Glu",5,0.832961428,11.30296438
"slaser",3,"ll","sub-05",2,"GPC",4,0.21652853,3.19815865
"slaser",3,"ll","sub-05",2,"GSH",22,0.078418872,1.158258414
"slaser",3,"ll","sub-05",2,"Ins",3,0.819493146,11.10403585
"slaser",3,"ll","sub-05",2,"sIns",15,0.043991074,0.64975472
"slaser",3,"ll","sub-05",2,"PCr",7,0.538173414,6.950078587
"slaser",3,"ll","sub-05",2,"PCho",999,0,0
"slaser",3,"ll","sub-05",2,"PE",22,0.254064393,3.752568927
"slaser",3,"ll","sub-05",2,"NAA",2,1.228323239,16.14251721
"slaser",3,"ll","sub-05",2,"NAAG",13,0.152454574,2.251776775
"slaser",3,"ll","sub-05",2,"Tau",20,0.15938795,2.354183769
"slaser",3,"ll","sub-05",2,"Cr_PCr",2,1,13.77132606
"slaser",3,"ll","sub-05",2,"NAA_NAAG",1,1.380777813,19.39429399
"slaser",3,"ll","sub-05",2,"Glu_Gln",5,0.899505897,12.2858361
"slaser",3,"ll","sub-05",2,"PCho_GPC",3,0.21652853,3.19815865
"steam",7,"ul","sub-01",1,"MacY",2,0.010104042,0.096968979
"steam",7,"ul","sub-01",1,"Ala",999,0,0
"steam",7,"ul","sub-01",1,"Asc",19,0.158263305,1.518860647
"steam",7,"ul","sub-01",1,"Asp",999,0,0
"steam",7,"ul","sub-01",1,"PCho",18,0.055122049,0.529008987
"steam",7,"ul","sub-01",1,"GPC",5,0.205382153,1.947777143
"steam",7,"ul","sub-01",1,"Cr",5,0.571028411,5.577764295
"steam",7,"ul","sub-01",1,"PCr",7,0.428971589,4.190163507
"steam",7,"ul","sub-01",1,"GABA",34,0.056122449,0.553228436
"steam",7,"ul","sub-01",1,"Glc",999,0,0
"steam",7,"ul","sub-01",1,"Gly",999,0,0
"steam",7,"ul","sub-01",1,"Gln",10,0.223289316,2.177120305
"steam",7,"ul","sub-01",1,"Glu",3,0.932172869,9.056405068
"steam",7,"ul","sub-01",1,"GSH",15,0.086934774,0.863459436
"steam",7,"ul","sub-01",1,"Ins",2,0.850940376,8.166516225
"steam",7,"ul","sub-01",1,"Lac",12,0.112745098,1.061879861
"steam",7,"ul","sub-01",1,"NAA",2,1.322529012,12.63875616
"steam",7,"ul","sub-01",1,"NAAG",5,0.323929572,3.061182216
"steam",7,"ul","sub-01",1,"PE",999,0,0
"steam",7,"ul","sub-01",1,"sIns",51,0.011804722,0.113290491
"steam",7,"ul","sub-01",1,"Tau",8,0.243197279,2.423823675
"steam",7,"ul","sub-01",1,"Cr_PCr",2,1,9.597048693
"steam",7,"ul","sub-01",1,"NAA_NAAG",1,1.646458583,15.8011432
"steam",7,"ul","sub-01",1,"Glu_Gln",3,1.155562225,11.08998694
"steam",7,"ul","sub-01",1,"PCho_GPC",2,0.260504202,2.500071508
"steam",7,"ll","sub-01",1,"MacY",2,0.008607299,0.083565327
"steam",7,"ll","sub-01",1,"Ala",155,0.008734972,0.084804862
"steam",7,"ll","sub-01",1,"Asc",9,0.319076497,3.097804872
"steam",7,"ll","sub-01",1,"Asp",999,0,0
"steam",7,"ll","sub-01",1,"PCho",148,0.007873178,0.076438
"steam",7,"ll","sub-01",1,"GPC",5,0.227258219,2.179461981
"steam",7,"ll","sub-01",1,"Cr",5,0.565379296,5.594143188
"steam",7,"ll","sub-01",1,"PCr",6,0.434620704,4.300352827
"steam",7,"ll","sub-01",1,"GABA",18,0.096925205,0.965893338
"steam",7,"ll","sub-01",1,"Glc",102,0.036280455,0.352234565
"steam",7,"ll","sub-01",1,"Gly",999,0,0
"steam",7,"ll","sub-01",1,"Gln",11,0.201510799,1.989447849
"steam",7,"ll","sub-01",1,"Glu",2,1.040536227,10.23558403
"steam",7,"ll","sub-01",1,"GSH",16,0.071709756,0.719596355
"steam",7,"ll","sub-01",1,"Ins",2,0.822640706,7.986738004
"steam",7,"ll","sub-01",1,"Lac",10,0.129056283,1.229641214
"steam",7,"ll","sub-01",1,"NAA",2,1.256197468,12.16363263
"steam",7,"ll","sub-01",1,"NAAG",5,0.275880413,2.633923453
"steam",7,"ll","sub-01",1,"PE",15,0.185764443,1.76398241
"steam",7,"ll","sub-01",1,"sIns",29,0.020002128,0.194193837
"steam",7,"ll","sub-01",1,"Tau",9,0.248217896,2.511690026
"steam",7,"ll","sub-01",1,"Cr_PCr",2,1,9.708658885
"steam",7,"ll","sub-01",1,"NAA_NAAG",1,1.532077881,14.87442153
"steam",7,"ll","sub-01",1,"Glu_Gln",2,1.242153421,12.05964384
"steam",7,"ll","sub-01",1,"PCho_GPC",3,0.235131397,2.282810526
"steam",7,"ul","sub-01",2,"MacY",2,0.00840935,0.084386521
"steam",7,"ul","sub-01",2,"Ala",999,0,0
"steam",7,"ul","sub-01",2,"Asc",21,0.136830103,1.373068813
"steam",7,"ul","sub-01",2,"Asp",999,0,0
"steam",7,"ul","sub-01",2,"PCho",16,0.060338274,0.605485206
"steam",7,"ul","sub-01",2,"GPC",5,0.190516914,1.889296997
"steam",7,"ul","sub-01",2,"Cr",5,0.58086279,5.931844705
"steam",7,"ul","sub-01",2,"PCr",7,0.41913721,4.280282512
"steam",7,"ul","sub-01",2,"GABA",23,0.07459141,0.768882203
"steam",7,"ul","sub-01",2,"Glc",999,0.000903649,0.009067975
"steam",7,"ul","sub-01",2,"Gly",999,0,0
"steam",7,"ul","sub-01",2,"Gln",10,0.220068415,2.243385602
"steam",7,"ul","sub-01",2,"Glu",2,0.946123147,9.610395231
"steam",7,"ul","sub-01",2,"GSH",13,0.094260737,0.979057591
"steam",7,"ul","sub-01",2,"Ins",3,0.840554922,8.434838
"steam",7,"ul","sub-01",2,"Lac",26,0.051691372,0.509059713
"steam",7,"ul","sub-01",2,"NAA",2,1.286678069,12.85495932
"steam",7,"ul","sub-01",2,"NAAG",5,0.322976055,3.191829567
"steam",7,"ul","sub-01",2,"PE",999,0,0
"steam",7,"ul","sub-01",2,"sIns",50,0.011782592,0.118236481
"steam",7,"ul","sub-01",2,"Tau",10,0.220448499,2.296450016
"steam",7,"ul","sub-01",2,"Cr_PCr",2,1,10.03484458
"steam",7,"ul","sub-01",2,"NAA_NAAG",1,1.609654124,16.15262895
"steam",7,"ul","sub-01",2,"Glu_Gln",3,1.166096541,11.70159755
"steam",7,"ul","sub-01",2,"PCho_GPC",2,0.250855188,2.517292824
"steam",7,"ll","sub-01",2,"MacY",2,0.00811,0.079115264
"steam",7,"ll","sub-01",2,"Ala",999,0,0
"steam",7,"ll","sub-01",2,"Asc",10,0.298147394,2.907510769
"steam",7,"ll","sub-01",2,"Asp",132,0.025549674,0.249158485
"steam",7,"ll","sub-01",2,"PCho",37,0.027687296,0.270004414
"steam",7,"ll","sub-01",2,"GPC",5,0.204906352,1.973976922
"steam",7,"ll","sub-01",2,"Cr",5,0.606270358,6.024273186
"steam",7,"ll","sub-01",2,"PCr",7,0.393729642,3.912338597
"steam",7,"ll","sub-01",2,"GABA",16,0.101486156,1.015958828
"steam",7,"ll","sub-01",2,"Glc",171,0.018933225,0.184635371
"steam",7,"ll","sub-01",2,"Gly",999,0,0
"steam",7,"ll","sub-01",2,"Gln",8,0.23473127,2.327425021
"steam",7,"ll","sub-01",2,"Glu",2,0.959486971,9.479132746
"steam",7,"ll","sub-01",2,"GSH",13,0.089678339,0.904099816
"steam",7,"ll","sub-01",2,"Ins",2,0.846701954,8.256973225
"steam",7,"ll","sub-01",2,"Lac",9,0.128868078,1.233319742
"steam",7,"ll","sub-01",2,"NAA",2,1.139352606,11.07875302
"steam",7,"ll","sub-01",2,"NAAG",5,0.274124593,2.629368041
"steam",7,"ll","sub-01",2,"PE",999,0,0
"steam",7,"ll","sub-01",2,"sIns",25,0.021376221,0.20845929
"steam",7,"ll","sub-01",2,"Tau",8,0.241042345,2.448622483
"steam",7,"ll","sub-01",2,"Cr_PCr",2,1,9.751924135
"steam",7,"ll","sub-01",2,"NAA_NAAG",1,1.413477199,13.78412241
"steam",7,"ll","sub-01",2,"Glu_Gln",2,1.194218241,11.64592569
"steam",7,"ll","sub-01",2,"PCho_GPC",2,0.232593648,2.268235612
"steam",7,"ul","sub-02",1,"MacY",2,0.00954,0.09885161
"steam",7,"ul","sub-02",1,"Ala",21,0.072671727,0.753383631
"steam",7,"ul","sub-02",1,"Asc",21,0.150805406,1.563391
"steam",7,"ul","sub-02",1,"Asp",999,0,0
"steam",7,"ul","sub-02",1,"PCho",15,0.073875208,0.765860048
"steam",7,"ul","sub-02",1,"GPC",8,0.133401222,1.366793035
"steam",7,"ul","sub-02",1,"Cr",6,0.539714868,5.692397448
"steam",7,"ul","sub-02",1,"PCr",7,0.460285132,4.854648389
"steam",7,"ul","sub-02",1,"GABA",206,0.009627847,0.102542444
"steam",7,"ul","sub-02",1,"Glc",85,0.048231809,0.500016397
"steam",7,"ul","sub-02",1,"Gly",999,0,0
"steam",7,"ul","sub-02",1,"Gln",12,0.202369931,2.130811143
"steam",7,"ul","sub-02",1,"Glu",3,0.88974264,9.335035996
"steam",7,"ul","sub-02",1,"GSH",21,0.06285873,0.674684117
"steam",7,"ul","sub-02",1,"Ins",3,0.819755601,8.498359302
"steam",7,"ul","sub-02",1,"Lac",9,0.174504721,1.775406866
"steam",7,"ul","sub-02",1,"NAA",2,1.251249769,12.91022163
"steam",7,"ul","sub-02",1,"NAAG",9,0.195241622,1.993898061
"steam",7,"ul","sub-02",1,"PE",999,0,0
"steam",7,"ul","sub-02",1,"sIns",45,0.014626921,0.151636451
"steam",7,"ul","sub-02",1,"Tau",13,0.187002407,2.010873716
"steam",7,"ul","sub-02",1,"Cr_PCr",2,1,10.36694265
"steam",7,"ul","sub-02",1,"NAA_NAAG",1,1.44649139,14.99569329
"steam",7,"ul","sub-02",1,"Glu_Gln",3,1.092112572,11.3218684
"steam",7,"ul","sub-02",1,"PCho_GPC",3,0.20727643,2.148822866
"steam",7,"ll","sub-02",1,"MacY",2,0.00853,0.075021765
"steam",7,"ll","sub-02",1,"Ala",999,0,0
"steam",7,"ll","sub-02",1,"Asc",10,0.308209366,2.711057844
"steam",7,"ll","sub-02",1,"Asp",42,0.082865014,0.728893635
"steam",7,"ll","sub-02",1,"PCho",21,0.056859504,0.500145101
"steam",7,"ll","sub-02",1,"GPC",7,0.163195592,1.418097713
"steam",7,"ll","sub-02",1,"Cr",5,0.58137741,5.21039716
"steam",7,"ll","sub-02",1,"PCr",7,0.41862259,3.751762473
"steam",7,"ll","sub-02",1,"GABA",21,0.082534435,0.745284442
"steam",7,"ll","sub-02",1,"Glc",999,0,0
"steam",7,"ll","sub-02",1,"Gly",999,0,0
"steam",7,"ll","sub-02",1,"Gln",10,0.205619835,1.838876596
"steam",7,"ll","sub-02",1,"Glu",2,0.873278237,7.781550941
"steam",7,"ll","sub-02",1,"GSH",15,0.086060606,0.782643865
"steam",7,"ll","sub-02",1,"Ins",2,0.894214876,7.865654058
"steam",7,"ll","sub-02",1,"Lac",21,0.058953168,0.508908983
"steam",7,"ll","sub-02",1,"NAA",1,1.06523416,9.342142706
"steam",7,"ll","sub-02",1,"NAAG",4,0.281763085,2.437919699
"steam",7,"ll","sub-02",1,"PE",111,0.026997245,0.232301057
"steam",7,"ll","sub-02",1,"sIns",27,0.020055096,0.176407768
"steam",7,"ll","sub-02",1,"Tau",7,0.213774105,1.958434078
"steam",7,"ll","sub-02",1,"Cr_PCr",2,1,8.796156572
"steam",7,"ll","sub-02",1,"NAA_NAAG",1,1.346997245,11.84839867
"steam",7,"ll","sub-02",1,"Glu_Gln",3,1.078787879,9.48918709
"steam",7,"ll","sub-02",1,"PCho_GPC",3,0.220055096,1.935639083
"steam",7,"ul","sub-02",2,"MacY",2,0.01,0.10297184
"steam",7,"ul","sub-02",2,"Ala",68,0.019409283,0.199207205
"steam",7,"ul","sub-02",2,"Asc",18,0.159774965,1.639850616
"steam",7,"ul","sub-02",2,"Asp",999,0,0
"steam",7,"ul","sub-02",2,"PCho",18,0.064603844,0.663061663
"steam",7,"ul","sub-02",2,"GPC",8,0.135021097,1.369586423
"steam",7,"ul","sub-02",2,"Cr",5,0.55302391,5.774569364
"steam",7,"ul","sub-02",2,"PCr",6,0.44697609,4.667238412
"steam",7,"ul","sub-02",2,"GABA",75,0.024566338,0.259035799
"steam",7,"ul","sub-02",2,"Glc",999,0,0
"steam",7,"ul","sub-02",2,"Gly",999,0,0
"steam",7,"ul","sub-02",2,"Gln",10,0.205907173,2.146422989
"steam",7,"ul","sub-02",2,"Glu",3,0.868448195,9.020702705
"steam",7,"ul","sub-02",2,"GSH",16,0.077637131,0.824991022
"steam",7,"ul","sub-02",2,"Ins",2,0.855883732,8.784364097
"steam",7,"ul","sub-02",2,"Lac",10,0.130332865,1.312772633
"steam",7,"ul","sub-02",2,"NAA",2,1.320206282,13.48578847
"steam",7,"ul","sub-02",2,"NAAG",7,0.206938584,2.092265905
"steam",7,"ul","sub-02",2,"PE",60,0.051758087,0.520083008
"steam",7,"ul","sub-02",2,"sIns",33,0.01734646,0.178035425
"steam",7,"ul","sub-02",2,"Tau",9,0.193248945,2.05730932
"steam",7,"ul","sub-02",2,"Cr_PCr",2,1,10.2625393
"steam",7,"ul","sub-02",2,"NAA_NAAG",1,1.527238631,15.67481621
"steam",7,"ul","sub-02",2,"Glu_Gln",3,1.074355368,11.0266481
"steam",7,"ul","sub-02",2,"PCho_GPC",4,0.199624941,2.048850916
"steam",7,"ll","sub-02",2,"MacY",2,0.00803,0.073583411
"steam",7,"ll","sub-02",2,"Ala",999,0,0
"steam",7,"ll","sub-02",2,"Asc",10,0.281147454,2.574934645
"steam",7,"ll","sub-02",2,"Asp",76,0.043400021,0.397486146
"steam",7,"ll","sub-02",2,"PCho",36,0.031650259,0.289874043
"steam",7,"ll","sub-02",2,"GPC",6,0.171271303,1.55008503
"steam",7,"ll","sub-02",2,"Cr",5,0.561130518,5.230710531
"steam",7,"ll","sub-02",2,"PCr",6,0.438869482,4.091025441
"steam",7,"ll","sub-02",2,"GABA",22,0.072827353,0.685104406
"steam",7,"ll","sub-02",2,"Glc",999,0,0
"steam",7,"ll","sub-02",2,"Gly",999,0,0
"steam",7,"ll","sub-02",2,"Gln",9,0.213506933,1.986647546
"steam",7,"ll","sub-02",2,"Glu",2,0.847888218,7.861263219
"steam",7,"ll","sub-02",2,"GSH",16,0.07589711,0.719395982
"steam",7,"ll","sub-02",2,"Ins",2,0.866941886,7.94002814
"steam",7,"ll","sub-02",2,"Lac",14,0.08330687,0.748777679
"steam",7,"ll","sub-02",2,"NAA",2,1.119191278,10.20699263
"steam",7,"ll","sub-02",2,"NAAG",5,0.263787446,2.378959586
"steam",7,"ll","sub-02",2,"PE",49,0.055255637,0.495342306
"steam",7,"ll","sub-02",2,"sIns",31,0.016724886,0.153177588
"steam",7,"ll","sub-02",2,"Tau",7,0.204721075,1.947149167
"steam",7,"ll","sub-02",2,"Cr_PCr",1,1,9.158662496
"steam",7,"ll","sub-02",2,"NAA_NAAG",1,1.382978723,12.66623537
"steam",7,"ll","sub-02",2,"Glu_Gln",2,1.061395152,9.720959971
"steam",7,"ll","sub-02",2,"PCho_GPC",3,0.202921562,1.858490103
"steam",7,"ul","sub-03",1,"MacY",2,0.00951,0.090614646
"steam",7,"ul","sub-03",1,"Ala",23,0.074825175,0.712924051
"steam",7,"ul","sub-03",1,"Asc",28,0.133266733,1.269747241
"steam",7,"ul","sub-03",1,"Asp",999,0,0
"steam",7,"ul","sub-03",1,"PCho",19,0.071228771,0.678658008
"steam",7,"ul","sub-03",1,"GPC",10,0.14025974,1.320691331
"steam",7,"ul","sub-03",1,"Cr",7,0.505994006,4.90556067
"steam",7,"ul","sub-03",1,"PCr",8,0.494005994,4.789338108
"steam",7,"ul","sub-03",1,"GABA",52,0.043656344,0.427299668
"steam",7,"ul","sub-03",1,"Glc",43,0.105194805,1.002281743
"steam",7,"ul","sub-03",1,"Gly",999,0,0
"steam",7,"ul","sub-03",1,"Gln",12,0.234865135,2.273052112
"steam",7,"ul","sub-03",1,"Glu",3,0.951448551,9.175419657
"steam",7,"ul","sub-03",1,"GSH",16,0.096303696,0.949859994
"steam",7,"ul","sub-03",1,"Ins",3,0.830569431,7.913552146
"steam",7,"ul","sub-03",1,"Lac",7,0.263136863,2.460465254
"steam",7,"ul","sub-03",1,"NAA",2,1.301298701,12.34221256
"steam",7,"ul","sub-03",1,"NAAG",10,0.185814186,1.743769948
"steam",7,"ul","sub-03",1,"PE",999,0,0
"steam",7,"ul","sub-03",1,"sIns",40,0.019280719,0.183704061
"steam",7,"ul","sub-03",1,"Tau",12,0.233166833,2.305363496
"steam",7,"ul","sub-03",1,"Cr_PCr",2,1,9.527863481
"steam",7,"ul","sub-03",1,"NAA_NAAG",2,1.487212787,14.1699604
"steam",7,"ul","sub-03",1,"Glu_Gln",3,1.186313686,11.30303485
"steam",7,"ul","sub-03",1,"PCho_GPC",3,0.211488511,2.015033665
"steam",7,"ll","sub-03",1,"MacY",3,0.0106,0.095470831
"steam",7,"ll","sub-03",1,"Ala",999,0,0
"steam",7,"ll","sub-03",1,"Asc",13,0.35260808,3.173866016
"steam",7,"ll","sub-03",1,"Asp",661,0.008341501,0.075082809
"steam",7,"ll","sub-03",1,"PCho",36,0.053903953,0.4851957
"steam",7,"ll","sub-03",1,"GPC",10,0.161058478,1.432636347
"steam",7,"ll","sub-03",1,"Cr",8,0.547860176,5.018473419
"steam",7,"ll","sub-03",1,"PCr",9,0.452139824,4.141662023
"steam",7,"ll","sub-03",1,"GABA",34,0.081999347,0.758170814
"steam",7,"ll","sub-03",1,"Glc",128,0.0418164,0.37639424
"steam",7,"ll","sub-03",1,"Gly",999,0,0
"steam",7,"ll","sub-03",1,"Gln",16,0.201785909,1.84511197
"steam",7,"ll","sub-03",1,"Glu",4,0.946204944,8.62113553
"steam",7,"ll","sub-03",1,"GSH",25,0.075901122,0.707149565
"steam",7,"ll","sub-03",1,"Ins",4,0.875421975,7.879774214
"steam",7,"ll","sub-03",1,"Lac",149,0.013394316,0.118319649
"steam",7,"ll","sub-03",1,"NAA",3,1.239790918,11.11053412
"steam",7,"ll","sub-03",1,"NAAG",9,0.245562452,2.176792382
"steam",7,"ll","sub-03",1,"PE",107,0.048241315,0.425055023
"steam",7,"ll","sub-03",1,"sIns",26,0.034738103,0.312681674
"steam",7,"ll","sub-03",1,"Tau",12,0.279973865,2.61609206
"steam",7,"ll","sub-03",1,"Cr_PCr",2,1,9.001115388
"steam",7,"ll","sub-03",1,"NAA_NAAG",2,1.48535337,13.36983708
"steam",7,"ll","sub-03",1,"Glu_Gln",4,1.147881956,10.33221794
"steam",7,"ll","sub-03",1,"PCho_GPC",5,0.214962431,1.934901642
"steam",7,"ul","sub-03",2,"MacY",2,0.0104,0.099108434
"steam",7,"ul","sub-03",2,"Ala",20,0.082657201,0.784207508
"steam",7,"ul","sub-03",2,"Asc",16,0.222616633,2.112068073
"steam",7,"ul","sub-03",2,"Asp",999,0,0
"steam",7,"ul","sub-03",2,"PCho",29,0.049290061,0.467637851
"steam",7,"ul","sub-03",2,"GPC",9,0.140770791,1.319883574
