"sequence","field","location","sub","session","metabolite","CRLB","tCr","tissue"
"steam",3,"ul","sub-05",1,"PCho_GPC",4,0.207219115,2.336999389
"steam",3,"ll","sub-05",1,"Mac",2,9.48e-05,0.001079139
"steam",3,"ll","sub-05",1,"Asc",18,0.191222234,2.177832208
"steam",3,"ll","sub-05",1,"Asp",15,0.235218371,2.678904714
"steam",3,"ll","sub-05",1,"PCho",999,0,0
"steam",3,"ll","sub-05",1,"GPC",3,0.235754909,2.685015354
"steam",3,"ll","sub-05",1,"Cr",5,0.60897092,6.935576757
"steam",3,"ll","sub-05",1,"PCr",8,0.39102908,4.453434661
"steam",3,"ll","sub-05",1,"GABA",114,0.026612297,0.30308776
"steam",3,"ll","sub-05",1,"Glc",13,0.232106449,2.643463
"steam",3,"ll","sub-05",1,"Gln",19,0.171155703,1.94929426
"steam",3,"ll","sub-05",1,"Glu",4,0.933469256,10.63129202
"steam",3,"ll","sub-05",1,"GSH",10,0.155810709,1.774529947
"steam",3,"ll","sub-05",1,"Ins",2,0.910076188,10.3648681
"steam",3,"ll","sub-05",1,"NAA",2,1.122759953,12.78712592
"steam",3,"ll","sub-05",1,"NAAG",7,0.24670029,2.809672417
"steam",3,"ll","sub-05",1,"PE",999,0,0
"steam",3,"ll","sub-05",1,"sIns",13,0.047429982,0.540180604
"steam",3,"ll","sub-05",1,"Tau",10,0.265801052,3.027211212
"steam",3,"ll","sub-05",1,"Cr_PCr",2,1,11.38778929
"steam",3,"ll","sub-05",1,"NAA_NAAG",1,1.369352935,15.59557621
"steam",3,"ll","sub-05",1,"Glu_Gln",4,1.104517652,12.57936415
"steam",3,"ll","sub-05",1,"PCho_GPC",3,0.235754909,2.685015354
"steam",3,"ul","sub-05",2,"Mac",2,8.85e-05,0.000963498
"steam",3,"ul","sub-05",2,"Asc",26,0.142154297,1.548437877
"steam",3,"ul","sub-05",2,"Asp",13,0.312676646,3.40587919
"steam",3,"ul","sub-05",2,"PCho",999,0,0
"steam",3,"ul","sub-05",2,"GPC",4,0.230398828,2.509655205
"steam",3,"ul","sub-05",2,"Cr",7,0.560033497,6.100252315
"steam",3,"ul","sub-05",2,"PCr",8,0.439966503,4.792403828
"steam",3,"ul","sub-05",2,"GABA",55,0.061865383,0.67387834
"steam",3,"ul","sub-05",2,"Glc",22,0.168114728,1.831215929
"steam",3,"ul","sub-05",2,"Gln",27,0.126138386,1.373982063
"steam",3,"ul","sub-05",2,"Glu",5,0.841934471,9.170902686
"steam",3,"ul","sub-05",2,"GSH",12,0.139118601,1.515371089
"steam",3,"ul","sub-05",2,"Ins",3,0.901810949,9.823116578
"steam",3,"ul","sub-05",2,"NAA",2,1.234271956,13.44450001
"steam",3,"ul","sub-05",2,"NAAG",9,0.218674762,2.381948988
"steam",3,"ul","sub-05",2,"PE",109,0.042185701,0.459514333
"steam",3,"ul","sub-05",2,"sIns",12,0.054223804,0.590641252
"steam",3,"ul","sub-05",2,"Tau",15,0.219407516,2.389930627
"steam",3,"ul","sub-05",2,"Cr_PCr",2,1,10.89265614
"steam",3,"ul","sub-05",2,"NAA_NAAG",2,1.452946718,15.826449
"steam",3,"ul","sub-05",2,"Glu_Gln",4,0.968072857,10.54488475
"steam",3,"ul","sub-05",2,"PCho_GPC",4,0.230398828,2.509655205
"steam",3,"ll","sub-05",2,"Mac",3,7.23e-05,0.00082542
"steam",3,"ll","sub-05",2,"Asc",24,0.145198361,1.656540682
"steam",3,"ll","sub-05",2,"Asp",11,0.357949435,4.083777511
"steam",3,"ll","sub-05",2,"PCho",999,0,0
"steam",3,"ll","sub-05",2,"GPC",3,0.227740582,2.598249287
"steam",3,"ll","sub-05",2,"Cr",6,0.598381133,6.826817347
"steam",3,"ll","sub-05",2,"PCr",8,0.401618867,4.581993807
"steam",3,"ll","sub-05",2,"GABA",25,0.131707805,1.502629469
"steam",3,"ll","sub-05",2,"Glc",25,0.138802838,1.583575366
"steam",3,"ll","sub-05",2,"Gln",15,0.237933447,2.714537759
"steam",3,"ll","sub-05",2,"Glu",4,0.940141901,10.7259014
"steam",3,"ll","sub-05",2,"GSH",10,0.173378635,1.978044104
"steam",3,"ll","sub-05",2,"Ins",3,0.884580793,10.09201522
"steam",3,"ll","sub-05",2,"NAA",2,1.144798641,13.0607915
"steam",3,"ll","sub-05",2,"NAAG",8,0.230438693,2.62903153
"steam",3,"ll","sub-05",2,"PE",66,0.068352153,0.779816811
"steam",3,"ll","sub-05",2,"sIns",13,0.051763765,0.590563024
"steam",3,"ll","sub-05",2,"Tau",12,0.254921555,2.908351879
"steam",3,"ll","sub-05",2,"Cr_PCr",2,1,11.40881115
"steam",3,"ll","sub-05",2,"NAA_NAAG",2,1.375137404,15.68868295
"steam",3,"ll","sub-05",2,"Glu_Gln",4,1.178075347,13.44043916
"steam",3,"ll","sub-05",2,"PCho_GPC",3,0.227740582,2.598249287
"slaser",3,"ul","sub-01",1,"Mac",6,1.2e-05,0.000141396
"slaser",3,"ul","sub-01",1,"Asp",30,0.249891352,2.945745832
"slaser",3,"ul","sub-01",1,"Asc",137,0.041981747,0.4948853
"slaser",3,"ul","sub-01",1,"Cr",9,0.633811386,7.471436038
"slaser",3,"ul","sub-01",1,"GABA",74,0.078487614,0.925220343
"slaser",3,"ul","sub-01",1,"Glc",54,0.10065189,1.186495191
"slaser",3,"ul","sub-01",1,"Gln",21,0.29178618,3.439606525
"slaser",3,"ul","sub-01",1,"Glu",7,0.908822251,10.71329336
"slaser",3,"ul","sub-01",1,"GPC",8,0.235375924,2.774636422
"slaser",3,"ul","sub-01",1,"GSH",15,0.209908735,2.474426499
"slaser",3,"ul","sub-01",1,"Ins",4,0.805910474,9.500158385
"slaser",3,"ul","sub-01",1,"sIns",39,0.026510213,0.31250521
"slaser",3,"ul","sub-01",1,"PCr",15,0.366188614,4.317694935
"slaser",3,"ul","sub-01",1,"PCho",29,0.064493698,0.760258577
"slaser",3,"ul","sub-01",1,"PE",32,0.291525424,3.436532703
"slaser",3,"ul","sub-01",1,"NAA",3,1.501043025,18.87326547
"slaser",3,"ul","sub-01",1,"NAAG",23,0.149760973,1.765398285
"slaser",3,"ul","sub-01",1,"Tau",72,0.06918731,0.815587368
"slaser",3,"ul","sub-01",1,"Cr_PCr",3,1,11.78913097
"slaser",3,"ul","sub-01",1,"NAA_NAAG",2,1.750803998,20.63866376
"slaser",3,"ul","sub-01",1,"Glu_Gln",7,1.200608431,14.15289989
"slaser",3,"ul","sub-01",1,"PCho_GPC",4,0.299869622,3.534894999
"slaser",3,"ll","sub-01",1,"Mac",3,1.59e-05,0.000185219
"slaser",3,"ll","sub-01",1,"Asp",16,0.317496898,3.706441704
"slaser",3,"ll","sub-01",1,"Asc",12,0.325031023,3.794394676
"slaser",3,"ll","sub-01",1,"Cr",8,0.501152278,5.850424733
"slaser",3,"ll","sub-01",1,"GABA",136,0.029250133,0.341464479
"slaser",3,"ll","sub-01",1,"Glc",14,0.258996632,3.023512747
"slaser",3,"ll","sub-01",1,"Gln",35,0.108580039,1.267557534
"slaser",3,"ll","sub-01",1,"Glu",5,1.039354724,11.13337114
"slaser",3,"ll","sub-01",1,"GPC",3,0.300124091,3.503632498
"slaser",3,"ll","sub-01",1,"GSH",20,0.09785499,1.142353892
"slaser",3,"ll","sub-01",1,"Ins",3,0.850469775,9.9283384
"slaser",3,"ll","sub-01",1,"sIns",16,0.043875199,0.512196718
"slaser",3,"ll","sub-01",1,"PCr",8,0.498847722,5.823521471
"slaser",3,"ll","sub-01",1,"PCho",999,0,0
"slaser",3,"ll","sub-01",1,"PE",19,0.326715121,3.814054752
"slaser",3,"ll","sub-01",1,"NAA",2,1.285144478,15.0027075
"slaser",3,"ll","sub-01",1,"NAAG",10,0.210866868,2.461648468
"slaser",3,"ll","sub-01",1,"Tau",18,0.185428116,2.164677846
"slaser",3,"ll","sub-01",1,"Cr_PCr",2,1,11.6739462
"slaser",3,"ll","sub-01",1,"NAA_NAAG",1,1.496011346,17.46435597
"slaser",3,"ll","sub-01",1,"Glu_Gln",5,1.147934763,12.40092867
"slaser",3,"ll","sub-01",1,"PCho_GPC",3,0.300124091,3.503632498
"slaser",3,"ul","sub-01",2,"Mac",8,9.96e-06,0.000128894
"slaser",3,"ul","sub-01",2,"Asp",27,0.298980567,3.870939398
"slaser",3,"ul","sub-01",2,"Asc",999,0,0
"slaser",3,"ul","sub-01",2,"Cr",10,0.567378146,7.34591696
"slaser",3,"ul","sub-01",2,"GABA",44,0.138818095,1.797295517
"slaser",3,"ul","sub-01",2,"Glc",999,0.002779548,0.035987156
"slaser",3,"ul","sub-01",2,"Gln",22,0.289741956,3.751325927
"slaser",3,"ul","sub-01",2,"Glu",7,1.109350112,10.36186572
"slaser",3,"ul","sub-01",2,"GPC",10,0.207948391,2.692334248
"slaser",3,"ul","sub-01",2,"GSH",16,0.202214081,2.618091404
"slaser",3,"ul","sub-01",2,"Ins",5,0.806068812,10.43627534
"slaser",3,"ul","sub-01",2,"sIns",57,0.019831156,0.256756502
"slaser",3,"ul","sub-01",2,"PCr",13,0.432621854,4.601210125
"slaser",3,"ul","sub-01",2,"PCho",24,0.085775725,1.110549209
"slaser",3,"ul","sub-01",2,"PE",225,0.242768398,2.553727879
"slaser",3,"ul","sub-01",2,"NAA",3,1.522618668,19.7135374
"slaser",3,"ul","sub-01",2,"NAAG",16,0.22634597,2.930530039
"slaser",3,"ul","sub-01",2,"Tau",42,0.123924817,1.604470352
"slaser",3,"ul","sub-01",2,"Cr_PCr",3,1,11.94712708
"slaser",3,"ul","sub-01",2,"NAA_NAAG",2,1.748964638,20.64406744
"slaser",3,"ul","sub-01",2,"Glu_Gln",6,1.299012424,14.11319165
"slaser",3,"ul","sub-01",2,"PCho_GPC",5,0.293724116,3.802883457
"slaser",3,"ll","sub-01",2,"Mac",3,1.57e-05,0.000203461
"slaser",3,"ll","sub-01",2,"Asp",19,0.277254492,3.593349647
"slaser",3,"ll","sub-01",2,"Asc",11,0.363335078,4.708994851
"slaser",3,"ll","sub-01",2,"Cr",9,0.50558172,6.552578769
"slaser",3,"ll","sub-01",2,"GABA",999,0,0
"slaser",3,"ll","sub-01",2,"Glc",17,0.220303506,2.855237876
"slaser",3,"ll","sub-01",2,"Gln",70,0.153375196,0.691767847
"slaser",3,"ll","sub-01",2,"Glu",5,0.918890633,11.90925822
"slaser",3,"ll","sub-01",2,"GPC",3,0.276120705,3.578655232
"slaser",3,"ll","sub-01",2,"GSH",29,0.062096634,0.804801808
"slaser",3,"ll","sub-01",2,"Ins",3,0.820861678,10.63875649
"slaser",3,"ll","sub-01",2,"sIns",16,0.046485261,0.602471017
"slaser",3,"ll","sub-01",2,"PCr",9,0.49441828,5.407895297
"slaser",3,"ll","sub-01",2,"PCho",999,0,0
"slaser",3,"ll","sub-01",2,"PE",17,0.381998953,3.950887529
"slaser",3,"ll","sub-01",2,"NAA",2,1.260858189,16.34131986
"slaser",3,"ll","sub-01",2,"NAAG",11,0.188121402,2.438142557
"slaser",3,"ll","sub-01",2,"Tau",27,0.131955346,1.710203843
"slaser",3,"ll","sub-01",2,"Cr_PCr",2,1,11.96047407
"slaser",3,"ll","sub-01",2,"NAA_NAAG",2,1.449066806,17.78059276
"slaser",3,"ll","sub-01",2,"Glu_Gln",6,1.272265829,12.60102607
"slaser",3,"ll","sub-01",2,"PCho_GPC",3,0.276120705,3.578655232
"slaser",3,"ul","sub-02",1,"Mac",3,1.34e-05,0.000147786
"slaser",3,"ul","sub-02",1,"Asp",19,0.270556028,2.982781266
"slaser",3,"ul","sub-02",1,"Asc",42,0.089021052,0.981424541
"slaser",3,"ul","sub-02",1,"Cr",6,0.576229586,6.352720464
"slaser",3,"ul","sub-02",1,"GABA",43,0.091286699,1.006402472
"slaser",3,"ul","sub-02",1,"Glc",29,0.114226376,1.259304024
"slaser",3,"ul","sub-02",1,"Gln",13,0.279146606,2.077489255
"slaser",3,"ul","sub-02",1,"Glu",5,1.023506089,12.28378035
"slaser",3,"ul","sub-02",1,"GPC",3,0.283866704,3.129526611
"slaser",3,"ul","sub-02",1,"GSH",10,0.212876428,2.346884772
"slaser",3,"ul","sub-02",1,"Ins",2,0.918625507,10.12751029
"slaser",3,"ul","sub-02",1,"sIns",16,0.041631266,0.458969483
"slaser",3,"ul","sub-02",1,"PCr",9,0.423770414,4.671913854
"slaser",3,"ul","sub-02",1,"PCho",999,0,0
"slaser",3,"ul","sub-02",1,"PE",22,0.257339753,2.837076669
"slaser",3,"ul","sub-02",1,"NAA",2,1.492023034,16.44900834
"slaser",3,"ul","sub-02",1,"NAAG",10,0.223449448,2.46344845
"slaser",3,"ul","sub-02",1,"Tau",25,0.129519494,1.427905058
"slaser",3,"ul","sub-02",1,"Cr_PCr",2,1,11.02463432
"slaser",3,"ul","sub-02",1,"NAA_NAAG",1,1.715472482,18.91245679
"slaser",3,"ul","sub-02",1,"Glu_Gln",4,1.302652695,14.36126961
"slaser",3,"ul","sub-02",1,"PCho_GPC",3,0.283866704,3.129526611
"slaser",3,"ll","sub-02",1,"Mac",3,1.62e-05,0.000194346
"slaser",3,"ll","sub-02",1,"Asp",15,0.338465576,4.064457878
"slaser",3,"ll","sub-02",1,"Asc",13,0.286764063,3.443601169
"slaser",3,"ll","sub-02",1,"Cr",7,0.514390692,6.177051518
"slaser",3,"ll","sub-02",1,"GABA",999,0,0
"slaser",3,"ll","sub-02",1,"Glc",20,0.188172513,2.259666295
"slaser",3,"ll","sub-02",1,"Gln",50,0.173396903,0.881385412
"slaser",3,"ll","sub-02",1,"Glu",5,0.754089756,10.05547348
"slaser",3,"ll","sub-02",1,"GPC",3,0.284489546,3.416287676
"slaser",3,"ll","sub-02",1,"GSH",16,0.120724346,1.449716173
"slaser",3,"ll","sub-02",1,"Ins",3,0.900183711,10.80984016
"slaser",3,"ll","sub-02",1,"sIns",14,0.052663809,0.632412417
"slaser",3,"ll","sub-02",1,"PCr",8,0.485609308,5.831430778
"slaser",3,"ll","sub-02",1,"PCho",999,0,0
"slaser",3,"ll","sub-02",1,"PE",23,0.255183274,3.064363823
"slaser",3,"ll","sub-02",1,"NAA",2,1.257807716,15.10436169
"slaser",3,"ll","sub-02",1,"NAAG",11,0.180211705,2.164069069
"slaser",3,"ll","sub-02",1,"Tau",27,0.125973231,1.51274731
"slaser",3,"ll","sub-02",1,"Cr_PCr",2,1,12.0084823
"slaser",3,"ll","sub-02",1,"NAA_NAAG",2,1.438106902,17.26948128
"slaser",3,"ll","sub-02",1,"Glu_Gln",6,1.227486659,10.9368589
"slaser",3,"ll","sub-02",1,"PCho_GPC",3,0.284489546,3.416287676
"slaser",3,"ul","sub-02",2,"Mac",4,1.18e-05,0.000141008
"slaser",3,"ul","sub-02",2,"Asp",24,0.246576522,2.946753243
"slaser",3,"ul","sub-02",2,"Asc",38,0.117647059,1.405960506
"slaser",3,"ul","sub-02",2,"Cr",8,0.53707691,6.418425854
"slaser",3,"ul","sub-02",2,"GABA",136,0.033244337,0.397291915
"slaser",3,"ul","sub-02",2,"Glc",45,0.096977005,1.158939627
"slaser",3,"ul","sub-02",2,"Gln",21,0.209542675,2.504174167
"slaser",3,"ul","sub-02",2,"Glu",6,0.920334166,10.99963392
"slaser",3,"ul","sub-02",2,"GPC",8,0.195848764,2.340522834
"slaser",3,"ul","sub-02",2,"GSH",13,0.185599862,2.218041648
"slaser",3,"ul","sub-02",2,"Ins",3,0.820170528,9.801582651
"slaser",3,"ul","sub-02",2,"sIns",15,0.0570149,0.681365926
"slaser",3,"ul","sub-02",2,"PCr",9,0.46292309,5.533267703
"slaser",3,"ul","sub-02",2,"PCho",30,0.057962277,0.692687716
"slaser",3,"ul","sub-02",2,"PE",21,0.346912411,2.145833762
"slaser",3,"ul","sub-02",2,"NAA",2,1.486598915,18.96091102
"slaser",3,"ul","sub-02",2,"NAAG",23,0.114288175,1.365819613
"slaser",3,"ul","sub-02",2,"Tau",89,0.044096116,0.526977876
"slaser",3,"ul","sub-02",2,"Cr_PCr",2,1,11.95169356
"slaser",3,"ul","sub-02",2,"NAA_NAAG",2,1.70088709,18.32673063
"slaser",3,"ul","sub-02",2,"Glu_Gln",6,1.329962966,13.50380808
"slaser",3,"ul","sub-02",2,"PCho_GPC",4,0.253811041,3.033210551
"slaser",3,"ll","sub-02",2,"Mac",3,1.43e-05,0.000194428
"slaser",3,"ll","sub-02",2,"Asp",17,0.305084746,4.150289188
"slaser",3,"ll","sub-02",2,"Asc",15,0.242968392,3.305275353
"slaser",3,"ll","sub-02",2,"Cr",8,0.517727897,6.043028289
"slaser",3,"ll","sub-02",2,"GABA",69,0.058543289,0.796406844
"slaser",3,"ll","sub-02",2,"Glc",24,0.150893266,2.052710598
"slaser",3,"ll","sub-02",2,"Gln",23,0.173614292,1.061801205
"slaser",3,"ll","sub-02",2,"Glu",5,0.974896931,10.26098407
"slaser",3,"ll","sub-02",2,"GPC",3,0.28822721,3.920963899
"slaser",3,"ll","sub-02",2,"GSH",13,0.156207055,1.124997918
"slaser",3,"ll","sub-02",2,"Ins",3,0.889693083,10.10314063
"slaser",3,"ll","sub-02",2,"sIns",11,0.069445717,0.944720482
"slaser",3,"ll","sub-02",2,"PCr",8,0.482272103,6.560697383
"slaser",3,"ll","sub-02",2,"PCho",999,0,0
"slaser",3,"ll","sub-02",2,"PE",23,0.256802565,3.49347165
"slaser",3,"ll","sub-02",2,"NAA",2,1.214750344,16.52513043
"slaser",3,"ll","sub-02",2,"NAAG",8,0.27182776,3.697870276
"slaser",3,"ll","sub-02",2,"Tau",16,0.217773706,2.962533754
"slaser",3,"ll","sub-02",2,"Cr_PCr",2,1,12.60372567
"slaser",3,"ll","sub-02",2,"NAA_NAAG",1,1.486578104,17.22300071
"slaser",3,"ll","sub-02",2,"Glu_Gln",5,1.148419606,10.62278528
"slaser",3,"ll","sub-02",2,"PCho_GPC",3,0.28822721,3.920963899
"slaser",3,"ul","sub-03",1,"Mac",6,1.22e-05,0.000140344
"slaser",3,"ul","sub-03",1,"Asp",47,0.178472421,2.047044174
"slaser",3,"ul","sub-03",1,"Asc",999,0.004559794,0.05229995
"slaser",3,"ul","sub-03",1,"Cr",9,0.6270911,7.192613701
"slaser",3,"ul","sub-03",1,"GABA",77,0.080298251,0.921005413
"slaser",3,"ul","sub-03",1,"Glc",35,0.141191091,1.619434518
"slaser",3,"ul","sub-03",1,"Gln",21,0.32444317,3.721300442
"slaser",3,"ul","sub-03",1,"Glu",7,1.158971418,13.29317813
"slaser",3,"ul","sub-03",1,"GPC",12,0.203517828,2.334310148
"slaser",3,"ul","sub-03",1,"GSH",14,0.274256763,3.145672059
"slaser",3,"ul","sub-03",1,"Ins",4,0.836248925,9.591613515
"slaser",3,"ul","sub-03",1,"sIns",39,0.031067776,0.35634138
"slaser",3,"ul","sub-03",1,"PCr",16,0.3729089,4.277192995
"slaser",3,"ul","sub-03",1,"PCho",33,0.076092152,0.872762272
"slaser",3,"ul","sub-03",1,"PE",196,0.052385049,0.600846388
"slaser",3,"ul","sub-03",1,"NAA",3,1.495841698,17.15701512
"slaser",3,"ul","sub-03",1,"NAAG",12,0.305611318,3.505302744
"slaser",3,"ul","sub-03",1,"Tau",26,0.200267661,2.297031357
"slaser",3,"ul","sub-03",1,"Cr_PCr",3,1,11.4698067
"slaser",3,"ul","sub-03",1,"NAA_NAAG",2,1.801453016,20.66231786
"slaser",3,"ul","sub-03",1,"Glu_Gln",6,1.383414588,17.01447857
"slaser",3,"ul","sub-03",1,"PCho_GPC",4,0.27960998,3.20707242
"slaser",3,"ll","sub-03",1,"Mac",3,1.52e-05,0.000174406
"slaser",3,"ll","sub-03",1,"Asp",22,0.242144345,2.775967791
"slaser",3,"ll","sub-03",1,"Asc",11,0.370551481,4.248040464
"slaser",3,"ll","sub-03",1,"Cr",8,0.472607081,5.418016418
"slaser",3,"ll","sub-03",1,"GABA",999,0,0
"slaser",3,"ll","sub-03",1,"Glc",14,0.262338133,3.007471463
"slaser",3,"ll","sub-03",1,"Gln",54,0.169184099,0.793133655
"slaser",3,"ll","sub-03",1,"Glu",4,0.959250204,10.99694346
"slaser",3,"ll","sub-03",1,"GPC",3,0.279724712,3.206793009
"slaser",3,"ll","sub-03",1,"GSH",23,0.083491805,0.957158677
"slaser",3,"ll","sub-03",1,"Ins",3,0.867336774,9.943238408
"slaser",3,"ll","sub-03",1,"sIns",15,0.04844698,0.555401185
"slaser",3,"ll","sub-03",1,"PCr",8,0.527392919,6.046086917
"slaser",3,"ll","sub-03",1,"PCho",999,0,0
"slaser",3,"ll","sub-03",1,"PE",29,0.210631169,3.414697488
"slaser",3,"ll","sub-03",1,"NAA",2,1.234084941,14.14767728
"slaser",3,"ll","sub-03",1,"NAAG",9,0.24241601,2.77908219
"slaser",3,"ll","sub-03",1,"Tau",17,0.200670108,2.300502852
"slaser",3,"ll","sub-03",1,"Cr_PCr",2,1,11.46410334
"slaser",3,"ll","sub-03",1,"NAA_NAAG",2,1.476410396,16.92572134
"slaser",3,"ll","sub-03",1,"Glu_Gln",5,1.028434302,11.79007711
"slaser",3,"ll","sub-03",1,"PCho_GPC",4,0.279724712,3.206793009
"slaser",3,"ul","sub-03",2,"Mac",5,1.03e-05,0.000127015
"slaser",3,"ul","sub-03",2,"Asp",28,0.213396716,2.635284508
"slaser",3,"ul","sub-03",2,"Asc",187,0.024114088,0.297790351
"slaser",3,"ul","sub-03",2,"Cr",7,0.61624892,7.61019787
"slaser",3,"ul","sub-03",2,"GABA",133,0.035090752,0.433343666
"slaser",3,"ul","sub-03",2,"Glc",38,0.114174589,1.409967936
"slaser",3,"ul","sub-03",2,"Gln",17,0.28357822,3.501971839
"slaser",3,"ul","sub-03",2,"Glu",5,1.099049265,13.57240899
"slaser",3,"ul","sub-03",2,"GPC",10,0.172774417,2.133630511
"slaser",3,"ul","sub-03",2,"GSH",13,0.198530683,3.451700492
"slaser",3,"ul","sub-03",2,"Ins",4,0.787294728,9.722481402
"slaser",3,"ul","sub-03",2,"sIns",44,0.017804667,0.21987388
"slaser",3,"ul","sub-03",2,"PCr",11,0.38375108,4.439029249
"slaser",3,"ul","sub-03",2,"PCho",25,0.073811582,0.911515986
"slaser",3,"ul","sub-03",2,"PE",358,0.019792567,0.244422905
"slaser",3,"ul","sub-03",2,"NAA",3,1.482108902,18.30289945
"slaser",3,"ul","sub-03",2,"NAAG",11,0.232152118,2.866899226
"slaser",3,"ul","sub-03",2,"Tau",32,0.118928263,1.468672128
"slaser",3,"ul","sub-03",2,"Cr_PCr",2,1,12.04922712
"slaser",3,"ul","sub-03",2,"NAA_NAAG",2,1.71426102,20.16979868
"slaser",3,"ul","sub-03",2,"Glu_Gln",5,1.382627485,17.07438083
"slaser",3,"ul","sub-03",2,"PCho_GPC",5,0.246585998,3.045146497
"slaser",3,"ll","sub-03",2,"Mac",3,1.37e-05,0.000162786
"slaser",3,"ll","sub-03",2,"Asp",18,0.274954706,3.262893926
"slaser",3,"ll","sub-03",2,"Asc",12,0.308083858,3.656038346
"slaser",3,"ll","sub-03",2,"Cr",8,0.468121819,5.555212564
"slaser",3,"ll","sub-03",2,"GABA",999,0,0
"slaser",3,"ll","sub-03",2,"Glc",14,0.265464585,3.150274431
"slaser",3,"ll","sub-03",2,"Gln",35,0.104305064,1.237790636
"slaser",3,"ll","sub-03",2,"Glu",4,0.941420067,10.17185394
"slaser",3,"ll","sub-03",2,"GPC",3,0.275903718,3.274155876
"slaser",3,"ll","sub-03",2,"GSH",17,0.114054007,1.353481572
"slaser",3,"ll","sub-03",2,"Ins",3,0.877491157,10.41320807
"slaser",3,"ll","sub-03",2,"sIns",13,0.053144681,0.630669174
"slaser",3,"ll","sub-03",2,"PCr",7,0.531878181,6.311810811
"slaser",3,"ll","sub-03",2,"PCho",999,0,0
"slaser",3,"ll","sub-03",2,"PE",22,0.267103787,3.169726889
"slaser",3,"ll","sub-03",2,"NAA",2,1.282891899,15.22410815
"slaser",3,"ll","sub-03",2,"NAAG",12,0.179794668,2.133627531
"slaser",3,"ll","sub-03",2,"Tau",19,0.179363299,2.128508463
"slaser",3,"ll","sub-03",2,"Cr_PCr",2,1,11.86702338
"slaser",3,"ll","sub-03",2,"NAA_NAAG",1,1.462686567,16.35773568
"slaser",3,"ll","sub-03",2,"Glu_Gln",5,1.045725132,11.40964458
"slaser",3,"ll","sub-03",2,"PCho_GPC",4,0.275903718,3.274155876
"slaser",3,"ul","sub-04",1,"Mac",3,1.52e-05,0.00018156
"slaser",3,"ul","sub-04",1,"Asp",17,0.283693366,3.389123775
"slaser",3,"ul","sub-04",1,"Asc",28,0.13343529,1.594075738
"slaser",3,"ul","sub-04",1,"Cr",8,0.514050851,6.14107401
"slaser",3,"ul","sub-04",1,"GABA",353,0.011087746,0.132459015
"slaser",3,"ul","sub-04",1,"Glc",15,0.245364175,2.931226661
"slaser",3,"ul","sub-04",1,"Gln",26,0.182324603,1.700271328
"slaser",3,"ul","sub-04",1,"Glu",4,1.076467215,12.85994338
"slaser",3,"ul","sub-04",1,"GPC",6,0.249091952,2.975760295
"slaser",3,"ul","sub-04",1,"GSH",12,0.163735423,1.956054254
"slaser",3,"ul","sub-04",1,"Ins",3,0.821544638,9.814527912
"slaser",3,"ul","sub-04",1,"sIns",10,0.069967501,0.835862063
"slaser",3,"ul","sub-04",1,"PCr",8,0.485949149,5.80535892
"slaser",3,"ul","sub-04",1,"PCho",35,0.044064232,0.526410398
"slaser",3,"ul","sub-04",1,"PE",26,0.246128847,2.940361765
"slaser",3,"ul","sub-04",1,"NAA",2,1.583918945,17.9664668
"slaser",3,"ul","sub-04",1,"NAAG",13,0.149397821,1.784771044
"slaser",3,"ul","sub-04",1,"Tau",21,0.176352514,2.106783479
"slaser",3,"ul","sub-04",1,"Cr_PCr",2,1,11.94643293
"slaser",3,"ul","sub-04",1,"NAA_NAAG",1,1.753316765,19.75123785
"slaser",3,"ul","sub-04",1,"Glu_Gln",4,1.218791818,14.56021471
"slaser",3,"ul","sub-04",1,"PCho_GPC",3,0.281213034,2.780483553
"slaser",3,"ll","sub-04",1,"Mac",3,1.51e-05,0.000206731
"slaser",3,"ll","sub-04",1,"Asp",19,0.281591765,3.862348951
"slaser",3,"ll","sub-04",1,"Asc",15,0.266060105,3.649314691
"slaser",3,"ll","sub-04",1,"Cr",8,0.522102748,4.161228587
"slaser",3,"ll","sub-04",1,"GABA",118,0.035750391,0.490356965
"slaser",3,"ll","sub-04",1,"Glc",16,0.233434427,3.201816689
"slaser",3,"ll","sub-04",1,"Gln",29,0.140244463,1.923611129
"slaser",3,"ll","sub-04",1,"Glu",5,0.953855344,11.45355518
"slaser",3,"ll","sub-04",1,"GPC",3,0.29280397,3.016136997
"slaser",3,"ll","sub-04",1,"GSH",14,0.162576969,1.229926663
"slaser",3,"ll","sub-04",1,"Ins",3,0.861961217,9.82277115
"slaser",3,"ll","sub-04",1,"sIns",13,0.059369543,0.814320308
"slaser",3,"ll","sub-04",1,"PCr",9,0.477897252,9.556160863
"slaser",3,"ll","sub-04",1,"PCho",999,0,0
"slaser",3,"ll","sub-04",1,"PE",23,0.266611525,3.656878037
"slaser",3,"ll","sub-04",1,"NAA",2,1.258064516,17.25577506
"slaser",3,"ll","sub-04",1,"NAAG",9,0.244830438,3.35812585
"slaser",3,"ll","sub-04",1,"Tau",17,0.213767117,2.93205733
"slaser",3,"ll","sub-04",1,"Cr_PCr",2,1,13.71738945
"slaser",3,"ll","sub-04",1,"NAA_NAAG",2,1.502986858,18.61516147
"slaser",3,"ll","sub-04",1,"Glu_Gln",5,1.194007904,13.37716631
"slaser",3,"ll","sub-04",1,"PCho_GPC",3,0.287783438,2.916837669
"slaser",3,"ul","sub-04",2,"Mac",4,1.45e-05,6.5e-05
